Tabelle: 12621-0001;;
Sterbetafel (Periodensterbetafel): Deutschland, Jahre,;;
Geschlecht, Vollendetes Alter;;
Sterbetafeln;;
Deutschland;;
;;Sterbewahrscheinlichkeit [q(x)]
;;Ziffer
1991/93;;
;20 Jahre;0,00019433
;21 Jahre;0,00017331
;22 Jahre;0,00017102
;23 Jahre;0,00019560
;24 Jahre;0,00017598
;25 Jahre;0,00018379
;26 Jahre;0,00020076
;27 Jahre;0,00022332
;28 Jahre;0,00024337
;29 Jahre;0,00026531
;30 Jahre;0,00031358
;31 Jahre;0,00032291
;32 Jahre;0,00034393
;33 Jahre;0,00035441
;34 Jahre;0,00041363
;35 Jahre;0,00041520
;36 Jahre;0,00044836
;37 Jahre;0,00046953
;38 Jahre;0,00059135
;39 Jahre;0,00058947
;40 Jahre;0,00069883
;41 Jahre;0,00072007
;42 Jahre;0,00080178
;43 Jahre;0,00090225
;44 Jahre;0,00100426
;45 Jahre;0,00113496
;46 Jahre;0,00125131
;47 Jahre;0,00140113
;48 Jahre;0,00160369
;49 Jahre;0,00178140
;50 Jahre;0,00189618
;51 Jahre;0,00214215
;52 Jahre;0,00240418
;53 Jahre;0,00265938
;54 Jahre;0,00297435
;55 Jahre;0,00329272
;56 Jahre;0,00361167
;57 Jahre;0,00397262
;58 Jahre;0,00440260
;59 Jahre;0,00470720
;60 Jahre;0,00535081
;61 Jahre;0,00572741
;62 Jahre;0,00612894
;63 Jahre;0,00667138
;64 Jahre;0,00732674
;65 Jahre;0,00797811
;66 Jahre;0,00873352
;67 Jahre;0,00961276
;68 Jahre;0,01056483
;69 Jahre;0,01119330
;70 Jahre;0,01267281
;71 Jahre;0,01361476
;72 Jahre;0,01477104
;73 Jahre;0,01619751
;74 Jahre;0,01730249
;75 Jahre;0,01926698
;76 Jahre;0,02158083
;77 Jahre;0,02425485
;78 Jahre;0,02776813
;79 Jahre;0,03207019
;80 Jahre;0,03797840
;81 Jahre;0,04362293
;82 Jahre;0,05046506
;83 Jahre;0,05751052
;84 Jahre;0,06688717
;85 Jahre;0,07770572
;86 Jahre;0,08870093
;87 Jahre;0,10087133
;88 Jahre;0,11511124
;89 Jahre;0,13085329
;90 Jahre;0,14958045
;91 Jahre;0,16877528
;92 Jahre;0,18889085
;93 Jahre;0,21046571
;94 Jahre;0,23250336
;95 Jahre;0,25874624
;96 Jahre;0,27447626
;97 Jahre;0,29650023
;98 Jahre;0,30789399
;99 Jahre;0,33060074
;100 Jahre;0,35313235
2016/18;;
männlich;0 Jahre;0,00356226
;1 Jahr;0,00027641
;2 Jahre;0,00015611
;3 Jahre;0,00010894
;4 Jahre;0,00010653
;5 Jahre;0,00010046
;6 Jahre;0,00009091
;7 Jahre;0,00008614
;8 Jahre;0,00008552
;9 Jahre;0,00008001
;10 Jahre;0,00007924
;11 Jahre;0,00007740
;12 Jahre;0,00006884
;13 Jahre;0,00009588
;14 Jahre;0,00013566
;15 Jahre;0,00015987
;16 Jahre;0,00024747
;17 Jahre;0,00027475
;18 Jahre;0,00038318
;19 Jahre;0,00039767
;20 Jahre;0,00043184
;21 Jahre;0,00040526
;22 Jahre;0,00045366
;23 Jahre;0,00040954
;24 Jahre;0,00047486
;25 Jahre;0,00043792
;26 Jahre;0,00045886
;27 Jahre;0,00046183
;28 Jahre;0,00048486
;29 Jahre;0,00052165
;30 Jahre;0,00056139
;31 Jahre;0,00061587
;32 Jahre;0,00063400
;33 Jahre;0,00073168
;34 Jahre;0,00076954
;35 Jahre;0,00080225
;36 Jahre;0,00085947
;37 Jahre;0,00097983
;38 Jahre;0,00106768
;39 Jahre;0,00111397
;40 Jahre;0,00123774
;41 Jahre;0,00133379
;42 Jahre;0,00144076
;43 Jahre;0,00153974
;44 Jahre;0,00179800
;45 Jahre;0,00195870
;46 Jahre;0,00217916
;47 Jahre;0,00236791
;48 Jahre;0,00265551
;49 Jahre;0,00297126
;50 Jahre;0,00332421
;51 Jahre;0,00370198
;52 Jahre;0,00414072
;53 Jahre;0,00469739
;54 Jahre;0,00531626
;55 Jahre;0,00591257
;56 Jahre;0,00658737
;57 Jahre;0,00733233
;58 Jahre;0,00815644
;59 Jahre;0,00893714
;60 Jahre;0,00983124
;61 Jahre;0,01082143
;62 Jahre;0,01194124
;63 Jahre;0,01297814
;64 Jahre;0,01425244
;65 Jahre;0,01542111
;66 Jahre;0,01660601
;67 Jahre;0,01799621
;68 Jahre;0,01918012
;69 Jahre;0,02109939
;70 Jahre;0,02230277
;71 Jahre;0,02463940
;72 Jahre;0,02618392
;73 Jahre;0,02874623
;74 Jahre;0,03108519
;75 Jahre;0,03362174
;76 Jahre;0,03717284
;77 Jahre;0,04069575
;78 Jahre;0,04546946
;79 Jahre;0,05046754
;80 Jahre;0,05642286
;81 Jahre;0,06453153
;82 Jahre;0,07265536
;83 Jahre;0,08146408
;84 Jahre;0,09199371
;85 Jahre;0,10468035
;86 Jahre;0,11770793
;87 Jahre;0,13210410
;88 Jahre;0,14870369
;89 Jahre;0,16511242
;90 Jahre;0,18156323
;91 Jahre;0,19907849
;92 Jahre;0,22537725
;93 Jahre;0,24341906
;94 Jahre;0,27001486
;95 Jahre;0,29012650
;96 Jahre;0,32237412
;97 Jahre;0,33658486
;98 Jahre;0,36085453
;99 Jahre;0,38380214
;100 Jahre;0,40606396
weiblich;0 Jahre;0,00300534
;1 Jahr;0,00024794
;2 Jahre;0,00012423
;3 Jahre;0,00010313
;4 Jahre;0,00009569
;5 Jahre;0,00008908
;6 Jahre;0,00008846
;7 Jahre;0,00004646
;8 Jahre;0,00006968
;9 Jahre;0,00006117
;10 Jahre;0,00005849
;11 Jahre;0,00007733
;12 Jahre;0,00007852
;13 Jahre;0,00009421
;14 Jahre;0,00009221
;15 Jahre;0,00012167
;16 Jahre;0,00014725
;17 Jahre;0,00013616
;18 Jahre;0,00019702
;19 Jahre;0,00017479
;20 Jahre;0,00018488
;21 Jahre;0,00016490
;22 Jahre;0,00016281
;23 Jahre;0,00017996
;24 Jahre;0,00017994
;25 Jahre;0,00019022
;26 Jahre;0,00018820
;27 Jahre;0,00021518
;28 Jahre;0,00023564
;29 Jahre;0,00025877
;30 Jahre;0,00031713
;31 Jahre;0,00031400
;32 Jahre;0,00034263
;33 Jahre;0,00036033
;34 Jahre;0,00040600
;35 Jahre;0,00041213
;36 Jahre;0,00045850
;37 Jahre;0,00047466
;38 Jahre;0,00060325
;39 Jahre;0,00060115
;40 Jahre;0,00068570
;41 Jahre;0,00074026
;42 Jahre;0,00079376
;43 Jahre;0,00090807
;44 Jahre;0,00097058
;45 Jahre;0,00115224
;46 Jahre;0,00121751
;47 Jahre;0,00137030
;48 Jahre;0,00159405
;49 Jahre;0,00174807
;50 Jahre;0,00185320
;51 Jahre;0,00214270
;52 Jahre;0,00233297
;53 Jahre;0,00256767
;54 Jahre;0,00288870
;55 Jahre;0,00324545
;56 Jahre;0,00357696
;57 Jahre;0,00392413
;58 Jahre;0,00434941
;59 Jahre;0,00470636
;60 Jahre;0,00527596
;61 Jahre;0,00568588
;62 Jahre;0,00613444
;63 Jahre;0,00674890
;64 Jahre;0,00747267
;65 Jahre;0,00797044
;66 Jahre;0,00876211
;67 Jahre;0,00948222
;68 Jahre;0,01046567
;69 Jahre;0,01155460
;70 Jahre;0,01259879
;71 Jahre;0,01370178
;72 Jahre;0,01481358
;73 Jahre;0,01641616
;74 Jahre;0,01784317
;75 Jahre;0,01923138
;76 Jahre;0,02156594
;77 Jahre;0,02379649
;78 Jahre;0,02744802
;79 Jahre;0,03141447
;80 Jahre;0,03646149
;81 Jahre;0,04267387
;82 Jahre;0,04937895
;83 Jahre;0,05671146
;84 Jahre;0,06516314
;85 Jahre;0,07612466
;86 Jahre;0,08718000
;87 Jahre;0,09994549
;88 Jahre;0,11420199
;89 Jahre;0,12951794
;90 Jahre;0,14747610
;91 Jahre;0,16763449
;92 Jahre;0,18750180
;93 Jahre;0,20897427
;94 Jahre;0,23016524
;95 Jahre;0,25277699
;96 Jahre;0,28565289
;97 Jahre;0,29901856
;98 Jahre;0,31311811
;99 Jahre;0,33696577
;100 Jahre;0,35983078
2017/19;;
männlich;0 Jahre;0,00348006
;1 Jahr;0,00026815
;2 Jahre;0,00014923
;3 Jahre;0,00011914
;4 Jahre;0,00010447
;5 Jahre;0,00009588
;6 Jahre;0,00008896
;7 Jahre;0,00008564
;8 Jahre;0,00007379
;9 Jahre;0,00008031
;10 Jahre;0,00007579
;11 Jahre;0,00007326
;12 Jahre;0,00008207
;13 Jahre;0,00009020
;14 Jahre;0,00013145
;15 Jahre;0,00016337
;16 Jahre;0,00022571
;17 Jahre;0,00026417
;18 Jahre;0,00039007
;19 Jahre;0,00039812
;20 Jahre;0,00041997
;21 Jahre;0,00040399
;22 Jahre;0,00042019
;23 Jahre;0,00039919
;24 Jahre;0,00046398
;25 Jahre;0,00043813
;26 Jahre;0,00044485
;27 Jahre;0,00044352
;28 Jahre;0,00049092
;29 Jahre;0,00049730
;30 Jahre;0,00054009
;31 Jahre;0,00060461
;32 Jahre;0,00062556
;33 Jahre;0,00073573
;34 Jahre;0,00071716
;35 Jahre;0,00075603
;36 Jahre;0,00087358
;37 Jahre;0,00098122
;38 Jahre;0,00102003
;39 Jahre;0,00110848
;40 Jahre;0,00118841
;41 Jahre;0,00139804
;42 Jahre;0,00139484
;43 Jahre;0,00155515
;44 Jahre;0,00171520
;45 Jahre;0,00191743
;46 Jahre;0,00212675
;47 Jahre;0,00236791
;48 Jahre;0,00261651
;49 Jahre;0,00288704
;50 Jahre;0,00321229
;51 Jahre;0,00359472
;52 Jahre;0,00404217
;53 Jahre;0,00455896
;54 Jahre;0,00513009
;55 Jahre;0,00571923
;56 Jahre;0,00639821
;57 Jahre;0,00716828
;58 Jahre;0,00779384
;59 Jahre;0,00878096
;60 Jahre;0,00960144
;61 Jahre;0,01065847
;62 Jahre;0,01178680
;63 Jahre;0,01291238
;64 Jahre;0,01410404
;65 Jahre;0,01525559
;66 Jahre;0,01665549
;67 Jahre;0,01793861
;68 Jahre;0,01941508
;69 Jahre;0,02072974
;70 Jahre;0,02264030
;71 Jahre;0,02431703
;72 Jahre;0,02637840
;73 Jahre;0,02844763
;74 Jahre;0,03122528
;75 Jahre;0,03390556
;76 Jahre;0,03672941
;77 Jahre;0,04049418
;78 Jahre;0,04456478
;79 Jahre;0,04992691
;80 Jahre;0,05543688
;81 Jahre;0,06250808
;82 Jahre;0,07093169
;83 Jahre;0,07940033
;84 Jahre;0,09072217
;85 Jahre;0,10193961
;86 Jahre;0,11598863
;87 Jahre;0,12915229
;88 Jahre;0,14739522
;89 Jahre;0,16401563
;90 Jahre;0,18212626
;91 Jahre;0,19780839
;92 Jahre;0,22387138
;93 Jahre;0,24268300
;94 Jahre;0,26751179
;95 Jahre;0,28772292
;96 Jahre;0,31492606
;97 Jahre;0,34184745
;98 Jahre;0,35839259
;99 Jahre;0,38163329
;100 Jahre;0,40420863
weiblich;0 Jahre;0,00292196
;1 Jahr;0,00023368
;2 Jahre;0,00012576
;3 Jahre;0,00009449
;4 Jahre;0,00010217
;5 Jahre;0,00008739
;6 Jahre;0,00008464
;7 Jahre;0,00005657
;8 Jahre;0,00006576
;9 Jahre;0,00004947
;10 Jahre;0,00005505
;11 Jahre;0,00008328
;12 Jahre;0,00007205
;13 Jahre;0,00009002
;14 Jahre;0,00009266
;15 Jahre;0,00011964
;16 Jahre;0,00014467
;17 Jahre;0,00012627
;18 Jahre;0,00018219
;19 Jahre;0,00016747
;20 Jahre;0,00017983
;21 Jahre;0,00017265
;22 Jahre;0,00016652
;23 Jahre;0,00016328
;24 Jahre;0,00018476
;25 Jahre;0,00018994
;26 Jahre;0,00017654
;27 Jahre;0,00021275
;28 Jahre;0,00023126
;29 Jahre;0,00026072
;30 Jahre;0,00030518
;31 Jahre;0,00032184
;32 Jahre;0,00033653
;33 Jahre;0,00035100
;34 Jahre;0,00040268
;35 Jahre;0,00044462
;36 Jahre;0,00046591
;37 Jahre;0,00049946
;38 Jahre;0,00057339
;39 Jahre;0,00063668
;40 Jahre;0,00064835
;41 Jahre;0,00070846
;42 Jahre;0,00078723
;43 Jahre;0,00088793
;44 Jahre;0,00094053
;45 Jahre;0,00110081
;46 Jahre;0,00121160
;47 Jahre;0,00132698
;48 Jahre;0,00150332
;49 Jahre;0,00169889
;50 Jahre;0,00184971
;51 Jahre;0,00212386
;52 Jahre;0,00227222
;53 Jahre;0,00254291
;54 Jahre;0,00281153
;55 Jahre;0,00313983
;56 Jahre;0,00351118
;57 Jahre;0,00384915
;58 Jahre;0,00420408
;59 Jahre;0,00462238
;60 Jahre;0,00515506
;61 Jahre;0,00570313
;62 Jahre;0,00613710
;63 Jahre;0,00675968
;64 Jahre;0,00740663
;65 Jahre;0,00794200
;66 Jahre;0,00875130
;67 Jahre;0,00942491
;68 Jahre;0,01029980
;69 Jahre;0,01143452
;70 Jahre;0,01271753
;71 Jahre;0,01359380
;72 Jahre;0,01505951
;73 Jahre;0,01651052
;74 Jahre;0,01813697
;75 Jahre;0,01988851
;76 Jahre;0,02145054
;77 Jahre;0,02388204
;78 Jahre;0,02695427
;79 Jahre;0,03103623
;80 Jahre;0,03551013
;81 Jahre;0,04117785
;82 Jahre;0,04845917
;83 Jahre;0,05560986
;84 Jahre;0,06445469
;85 Jahre;0,07418434
;86 Jahre;0,08614696
;87 Jahre;0,09901998
;88 Jahre;0,11367326
;89 Jahre;0,12884161
;90 Jahre;0,14724068
;91 Jahre;0,16592309
;92 Jahre;0,18803104
;93 Jahre;0,20928310
;94 Jahre;0,22844269
;95 Jahre;0,25394372
;96 Jahre;0,27814902
;97 Jahre;0,29412634
;98 Jahre;0,31751881
;99 Jahre;0,34081861
;100 Jahre;0,36377623
2018/20;;
männlich;0 Jahre;0,00338598
;1 Jahr;0,00024167
;2 Jahre;0,00013302
;3 Jahre;0,00011854
;4 Jahre;0,00011410
;5 Jahre;0,00009088
;6 Jahre;0,00009004
;7 Jahre;0,00009718
;8 Jahre;0,00007616
;9 Jahre;0,00008027
;10 Jahre;0,00007447
;11 Jahre;0,00006911
;12 Jahre;0,00008853
;13 Jahre;0,00009293
;14 Jahre;0,00012354
;15 Jahre;0,00015542
;16 Jahre;0,00022867
;17 Jahre;0,00026664
;18 Jahre;0,00038601
;19 Jahre;0,00040352
;20 Jahre;0,00041264
;21 Jahre;0,00040446
;22 Jahre;0,00041923
;23 Jahre;0,00042020
;24 Jahre;0,00045806
;25 Jahre;0,00044168
;26 Jahre;0,00044066
;27 Jahre;0,00044974
;28 Jahre;0,00046253
;29 Jahre;0,00049334
;30 Jahre;0,00052810
;31 Jahre;0,00057364
;32 Jahre;0,00061090
;33 Jahre;0,00070110
;34 Jahre;0,00070275
;35 Jahre;0,00075499
;36 Jahre;0,00088311
;37 Jahre;0,00099755
;38 Jahre;0,00101604
;39 Jahre;0,00115463
;40 Jahre;0,00123757
;41 Jahre;0,00145076
;42 Jahre;0,00141460
;43 Jahre;0,00159468
;44 Jahre;0,00173383
;45 Jahre;0,00187935
;46 Jahre;0,00206272
;47 Jahre;0,00233160
;48 Jahre;0,00262439
;49 Jahre;0,00293679
;50 Jahre;0,00321336
;51 Jahre;0,00357793
;52 Jahre;0,00399596
;53 Jahre;0,00451394
;54 Jahre;0,00500835
;55 Jahre;0,00568675
;56 Jahre;0,00633379
;57 Jahre;0,00706957
;58 Jahre;0,00772391
;59 Jahre;0,00868965
;60 Jahre;0,00955425
;61 Jahre;0,01059291
;62 Jahre;0,01175333
;63 Jahre;0,01295467
;64 Jahre;0,01413325
;65 Jahre;0,01535203
;66 Jahre;0,01679946
;67 Jahre;0,01808023
;68 Jahre;0,01963845
;69 Jahre;0,02108274
;70 Jahre;0,02251099
;71 Jahre;0,02493781
;72 Jahre;0,02628348
;73 Jahre;0,02883007
;74 Jahre;0,03118360
;75 Jahre;0,03423877
;76 Jahre;0,03744739
;77 Jahre;0,04026193
;78 Jahre;0,04472022
;79 Jahre;0,04947311
;80 Jahre;0,05578546
;81 Jahre;0,06220094
;82 Jahre;0,06940070
;83 Jahre;0,07899905
;84 Jahre;0,08957941
;85 Jahre;0,10190990
;86 Jahre;0,11467171
;87 Jahre;0,12903216
;88 Jahre;0,14673155
;89 Jahre;0,16518811
;90 Jahre;0,18338678
;91 Jahre;0,20068362
;92 Jahre;0,22393832
;93 Jahre;0,24494661
;94 Jahre;0,26990089
;95 Jahre;0,29091620
;96 Jahre;0,31455793
;97 Jahre;0,33294425
;98 Jahre;0,35202627
;99 Jahre;0,38070530
;100 Jahre;0,40312153
weiblich;0 Jahre;0,00289187
;1 Jahr;0,00022241
;2 Jahre;0,00013140
;3 Jahre;0,00009970
;4 Jahre;0,00009205
;5 Jahre;0,00006794
;6 Jahre;0,00007302
;7 Jahre;0,00004763
;8 Jahre;0,00007207
;9 Jahre;0,00005315
;10 Jahre;0,00005559
;11 Jahre;0,00007690
;12 Jahre;0,00006320
;13 Jahre;0,00007904
;14 Jahre;0,00009225
;15 Jahre;0,00011577
;16 Jahre;0,00012784
;17 Jahre;0,00012965
;18 Jahre;0,00016232
;19 Jahre;0,00016437
;20 Jahre;0,00016368
;21 Jahre;0,00016980
;22 Jahre;0,00016778
;23 Jahre;0,00016356
;24 Jahre;0,00016427
;25 Jahre;0,00019441
;26 Jahre;0,00017824
;27 Jahre;0,00020975
;28 Jahre;0,00023799
;29 Jahre;0,00024676
;30 Jahre;0,00028279
;31 Jahre;0,00032200
;32 Jahre;0,00033591
;33 Jahre;0,00035023
;34 Jahre;0,00038179
;35 Jahre;0,00046694
;36 Jahre;0,00047686
;37 Jahre;0,00050493
;38 Jahre;0,00055411
;39 Jahre;0,00065065
;40 Jahre;0,00063313
;41 Jahre;0,00073294
;42 Jahre;0,00080685
;43 Jahre;0,00089569
;44 Jahre;0,00094585
;45 Jahre;0,00107566
;46 Jahre;0,00118419
;47 Jahre;0,00129937
;48 Jahre;0,00151711
;49 Jahre;0,00168407
;50 Jahre;0,00184390
;51 Jahre;0,00207651
;52 Jahre;0,00220442
;53 Jahre;0,00247858
;54 Jahre;0,00275427
;55 Jahre;0,00311238
;56 Jahre;0,00338159
;57 Jahre;0,00375629
;58 Jahre;0,00417358
;59 Jahre;0,00463446
;60 Jahre;0,00512681
;61 Jahre;0,00558618
;62 Jahre;0,00612191
;63 Jahre;0,00676019
;64 Jahre;0,00740880
;65 Jahre;0,00801369
;66 Jahre;0,00875776
;67 Jahre;0,00935793
;68 Jahre;0,01020397
;69 Jahre;0,01154629
;70 Jahre;0,01255177
;71 Jahre;0,01381449
;72 Jahre;0,01494790
;73 Jahre;0,01673605
;74 Jahre;0,01819212
;75 Jahre;0,02011999
;76 Jahre;0,02214882
;77 Jahre;0,02393844
;78 Jahre;0,02720749
;79 Jahre;0,03080839
;80 Jahre;0,03526151
;81 Jahre;0,04041529
;82 Jahre;0,04700229
;83 Jahre;0,05519587
;84 Jahre;0,06378801
;85 Jahre;0,07369375
;86 Jahre;0,08527851
;87 Jahre;0,09909476
;88 Jahre;0,11330404
;89 Jahre;0,12880623
;90 Jahre;0,14711703
;91 Jahre;0,16592819
;92 Jahre;0,18794579
;93 Jahre;0,20945878
;94 Jahre;0,22945649
;95 Jahre;0,25425365
;96 Jahre;0,27931281
;97 Jahre;0,29474042
;98 Jahre;0,31902373
;99 Jahre;0,34325521
;100 Jahre;0,36714934
2019/21;;
männlich;0 Jahre;0,00330799
;1 Jahr;0,00022811
;2 Jahre;0,00012285
;3 Jahre;0,00011276
;4 Jahre;0,00010963
;5 Jahre;0,00009759
;6 Jahre;0,00008445
;7 Jahre;0,00008689
;8 Jahre;0,00006758
;9 Jahre;0,00007211
;10 Jahre;0,00006572
;11 Jahre;0,00006527
;12 Jahre;0,00008257
;13 Jahre;0,00009671
;14 Jahre;0,00011849
;15 Jahre;0,00015211
;16 Jahre;0,00021986
;17 Jahre;0,00027065
;18 Jahre;0,00038214
;19 Jahre;0,00042731
;20 Jahre;0,00040762
;21 Jahre;0,00040230
;22 Jahre;0,00040448
;23 Jahre;0,00041295
;24 Jahre;0,00044439
;25 Jahre;0,00042945
;26 Jahre;0,00044999
;27 Jahre;0,00045188
;28 Jahre;0,00047417
;29 Jahre;0,00048960
;30 Jahre;0,00053827
;31 Jahre;0,00058309
;32 Jahre;0,00060129
;33 Jahre;0,00065199
;34 Jahre;0,00071628
;35 Jahre;0,00077844
;36 Jahre;0,00091236
;37 Jahre;0,00103895
;38 Jahre;0,00104265
;39 Jahre;0,00116636
;40 Jahre;0,00125828
;41 Jahre;0,00143897
;42 Jahre;0,00143241
;43 Jahre;0,00167621
;44 Jahre;0,00179318
;45 Jahre;0,00192079
;46 Jahre;0,00210387
;47 Jahre;0,00238611
;48 Jahre;0,00267489
;49 Jahre;0,00304134
;50 Jahre;0,00327823
;51 Jahre;0,00365662
;52 Jahre;0,00404999
;53 Jahre;0,00447502
;54 Jahre;0,00497629
;55 Jahre;0,00568259
;56 Jahre;0,00635367
;57 Jahre;0,00698200
;58 Jahre;0,00776165
;59 Jahre;0,00874689
;60 Jahre;0,00961530
;61 Jahre;0,01075230
;62 Jahre;0,01187571
;63 Jahre;0,01304604
;64 Jahre;0,01433246
;65 Jahre;0,01566113
;66 Jahre;0,01718158
;67 Jahre;0,01849977
;68 Jahre;0,02007856
;69 Jahre;0,02170607
;70 Jahre;0,02328274
;71 Jahre;0,02510174
;72 Jahre;0,02723326
;73 Jahre;0,02916232
;74 Jahre;0,03205313
;75 Jahre;0,03433424
;76 Jahre;0,03786492
;77 Jahre;0,04169168
;78 Jahre;0,04486698
;79 Jahre;0,04976661
;80 Jahre;0,05575657
;81 Jahre;0,06265298
;82 Jahre;0,06935787
;83 Jahre;0,07856244
;84 Jahre;0,08942218
;85 Jahre;0,10147550
;86 Jahre;0,11494965
;87 Jahre;0,12883830
;88 Jahre;0,14618512
;89 Jahre;0,16505988
;90 Jahre;0,18472025
;91 Jahre;0,20236514
;92 Jahre;0,22730695
;93 Jahre;0,24664126
;94 Jahre;0,27199627
;95 Jahre;0,29159150
;96 Jahre;0,31952858
;97 Jahre;0,33744518
;98 Jahre;0,36148217
;99 Jahre;0,38444607
;100 Jahre;0,40668933
weiblich;0 Jahre;0,00284394
;1 Jahr;0,00019787
;2 Jahre;0,00011989
;3 Jahre;0,00010329
;4 Jahre;0,00009480
;5 Jahre;0,00006600
;6 Jahre;0,00006220
;7 Jahre;0,00005971
;8 Jahre;0,00006217
;9 Jahre;0,00005486
;10 Jahre;0,00004910
;11 Jahre;0,00007089
;12 Jahre;0,00006170
;13 Jahre;0,00008317
;14 Jahre;0,00010635
;15 Jahre;0,00011556
;16 Jahre;0,00012415
;17 Jahre;0,00012443
;18 Jahre;0,00014995
;19 Jahre;0,00017416
;20 Jahre;0,00017059
;21 Jahre;0,00017675
;22 Jahre;0,00017209
;23 Jahre;0,00016512
;24 Jahre;0,00015664
;25 Jahre;0,00017961
;26 Jahre;0,00017690
;27 Jahre;0,00020421
;28 Jahre;0,00023613
;29 Jahre;0,00023734
;30 Jahre;0,00026558
;31 Jahre;0,00030974
;32 Jahre;0,00032993
;33 Jahre;0,00035210
;34 Jahre;0,00039098
;35 Jahre;0,00046154
;36 Jahre;0,00046864
;37 Jahre;0,00053497
;38 Jahre;0,00055386
;39 Jahre;0,00063224
;40 Jahre;0,00065609
;41 Jahre;0,00074560
;42 Jahre;0,00079752
;43 Jahre;0,00089626
;44 Jahre;0,00097747
;45 Jahre;0,00105327
;46 Jahre;0,00120013
;47 Jahre;0,00129005
;48 Jahre;0,00151559
;49 Jahre;0,00170414
;50 Jahre;0,00185245
;51 Jahre;0,00203604
;52 Jahre;0,00219746
;53 Jahre;0,00249457
;54 Jahre;0,00275499
;55 Jahre;0,00305589
;56 Jahre;0,00335850
;57 Jahre;0,00371596
;58 Jahre;0,00417460
;59 Jahre;0,00461402
;60 Jahre;0,00513519
;61 Jahre;0,00555541
;62 Jahre;0,00611401
;63 Jahre;0,00680015
;64 Jahre;0,00734921
;65 Jahre;0,00813238
;66 Jahre;0,00883050
;67 Jahre;0,00957517
;68 Jahre;0,01035715
;69 Jahre;0,01157397
;70 Jahre;0,01271682
;71 Jahre;0,01392558
;72 Jahre;0,01545559
;73 Jahre;0,01669612
;74 Jahre;0,01862441
;75 Jahre;0,02026754
;76 Jahre;0,02247963
;77 Jahre;0,02505062
;78 Jahre;0,02736759
;79 Jahre;0,03121579
;80 Jahre;0,03558687
;81 Jahre;0,04070724
;82 Jahre;0,04648820
;83 Jahre;0,05418743
;84 Jahre;0,06336499
;85 Jahre;0,07338527
;86 Jahre;0,08535191
;87 Jahre;0,09808956
;88 Jahre;0,11223342
;89 Jahre;0,12860337
;90 Jahre;0,14700761
;91 Jahre;0,16548836
;92 Jahre;0,18749316
;93 Jahre;0,20782756
;94 Jahre;0,23043549
;95 Jahre;0,25364684
;96 Jahre;0,27912421
;97 Jahre;0,30141357
;98 Jahre;0,32638665
;99 Jahre;0,34127272
;100 Jahre;0,36465451
2020/22;;
männlich;0 Jahre;0,00324814
;1 Jahr;0,00021864
;2 Jahre;0,00011745
;3 Jahre;0,00011290
;4 Jahre;0,00011737
;5 Jahre;0,00008999
;6 Jahre;0,00008352
;7 Jahre;0,00008190
;8 Jahre;0,00007733
;9 Jahre;0,00007289
;10 Jahre;0,00006695
;11 Jahre;0,00006239
;12 Jahre;0,00007661
;13 Jahre;0,00010062
;14 Jahre;0,00011806
;15 Jahre;0,00015249
;16 Jahre;0,00022693
;17 Jahre;0,00026596
;18 Jahre;0,00037137
;19 Jahre;0,00045491
;20 Jahre;0,00039841
;21 Jahre;0,00042117
;22 Jahre;0,00042538
;23 Jahre;0,00043499
;24 Jahre;0,00043165
;25 Jahre;0,00042692
;26 Jahre;0,00046514
;27 Jahre;0,00046204
;28 Jahre;0,00046316
;29 Jahre;0,00050856
;30 Jahre;0,00054087
;31 Jahre;0,00056493
;32 Jahre;0,00060779
;33 Jahre;0,00063895
;34 Jahre;0,00075851
;35 Jahre;0,00080668
;36 Jahre;0,00091664
;37 Jahre;0,00106314
;38 Jahre;0,00111217
;39 Jahre;0,00119615
;40 Jahre;0,00130792
;41 Jahre;0,00140411
;42 Jahre;0,00153203
;43 Jahre;0,00172399
;44 Jahre;0,00186540
;45 Jahre;0,00195841
;46 Jahre;0,00215419
;47 Jahre;0,00239743
;48 Jahre;0,00267387
;49 Jahre;0,00305454
;50 Jahre;0,00340414
;51 Jahre;0,00373416
;52 Jahre;0,00413115
;53 Jahre;0,00449452
;54 Jahre;0,00501542
;55 Jahre;0,00574798
;56 Jahre;0,00637257
;57 Jahre;0,00700621
;58 Jahre;0,00787263
;59 Jahre;0,00871581
;60 Jahre;0,00976864
;61 Jahre;0,01086697
;62 Jahre;0,01195156
;63 Jahre;0,01315673
;64 Jahre;0,01450329
;65 Jahre;0,01594929
;66 Jahre;0,01743528
;67 Jahre;0,01895626
;68 Jahre;0,02063084
;69 Jahre;0,02231726
;70 Jahre;0,02385767
;71 Jahre;0,02601351
;72 Jahre;0,02774052
;73 Jahre;0,03062776
;74 Jahre;0,03263171
;75 Jahre;0,03621112
;76 Jahre;0,03854289
;77 Jahre;0,04272360
;78 Jahre;0,04671341
;79 Jahre;0,05058769
;80 Jahre;0,05742838
;81 Jahre;0,06364272
;82 Jahre;0,07117296
;83 Jahre;0,07988296
;84 Jahre;0,09006952
;85 Jahre;0,10299344
;86 Jahre;0,11663819
;87 Jahre;0,13348160
;88 Jahre;0,14798808
;89 Jahre;0,16885600
;90 Jahre;0,18891546
;91 Jahre;0,20911492
;92 Jahre;0,23679869
;93 Jahre;0,25746006
;94 Jahre;0,28397340
;95 Jahre;0,30858525
;96 Jahre;0,34011514
